UNIPROT,has,description
up:Q9NVE4,hsa:55231,CCDC87; coiled-coil domain containing 87
up:P78549,hsa:4913,NTHL1; nth like DNA glycosylase 1
up:Q96I76,hsa:63906,GPATCH3; G-patch domain containing 3
up:Q96I76,hsa:63906,GPATCH3; G-patch domain containing 3
up:Q9UII2,hsa:93974,ATP5IF1; ATP synthase inhibitory factor subunit 1
up:Q9NXA8,hsa:23408,SIRT5; sirtuin 5
up:Q9NXA8,hsa:23408,SIRT5; sirtuin 5
up:A1KZ92,hsa:137902,PXDNL; peroxidasin like
up:A1KZ92,hsa:137902,PXDNL; peroxidasin like
up:A1KZ92,hsa:137902,PXDNL; peroxidasin like
up:Q92839,hsa:3036,HAS1; hyaluronan synthase 1
up:Q8TBB5,hsa:54758,KLHDC4; kelch domain containing 4
up:Q8TBB5,hsa:54758,KLHDC4; kelch domain containing 4
up:Q96D71,hsa:85021,REPS1; RALBP1 associated Eps domain containing 1
up:Q96D71,hsa:85021,REPS1; RALBP1 associated Eps domain containing 1
up:Q96D71,hsa:85021,REPS1; RALBP1 associated Eps domain containing 1
up:Q96D71,hsa:85021,REPS1; RALBP1 associated Eps domain containing 1
up:Q8TCC3,hsa:51263,MRPL30; mitochondrial ribosomal protein L30
up:Q7Z699,hsa:161742,SPRED1; sprouty related EVH1 domain containing 1
up:Q86YW9,hsa:116931,MED12L; mediator complex subunit 12L
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:Q8NHH1,hsa:158135,TTLL11; tubulin tyrosine ligase like 11
up:A5PLL7,hsa:387522,PEDS1-UBE2V1; PEDS1-UBE2V1 readthrough
up:A5PLL7,hsa:387522,PEDS1-UBE2V1; PEDS1-UBE2V1 readthrough
up:A5PLL7,hsa:387522,PEDS1-UBE2V1; PEDS1-UBE2V1 readthrough
up:Q12950,hsa:2298,FOXD4; forkhead box D4
up:Q13404,hsa:7335,UBE2V1; ubiquitin conjugating enzyme E2 V1
up:Q13404,hsa:7335,UBE2V1; ubiquitin conjugating enzyme E2 V1
up:Q96EK9,hsa:112970,KTI12; KTI12 chromatin associated homolog
up:Q96EK9,hsa:112970,KTI12; KTI12 chromatin associated homolog
up:Q96EK9,hsa:112970,KTI12; KTI12 chromatin associated homolog
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:Q9BZA8,hsa:83259,PCDH11Y; protocadherin 11 Y-linked
up:P51531,hsa:6595,"SMARCA2; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
up:Q9UIA9,hsa:23039,XPO7; exportin 7
up:Q9UIA9,hsa:23039,XPO7; exportin 7
up:Q9Y4U1,hsa:25974,MMACHC; metabolism of cobalamin associated C
up:O14924,hsa:6002,RGS12; regulator of G protein signaling 12
up:O14924,hsa:6002,RGS12; regulator of G protein signaling 12
up:O14924,hsa:6002,RGS12; regulator of G protein signaling 12
up:O75112,hsa:11155,LDB3; LIM domain binding 3
up:O75112,hsa:11155,LDB3; LIM domain binding 3
up:O75112,hsa:11155,LDB3; LIM domain binding 3
up:O75112,hsa:11155,LDB3; LIM domain binding 3
up:P56177,hsa:1745,DLX1; distal-less homeobox 1
up:Q14814,hsa:4209,MEF2D; myocyte enhancer factor 2D
up:Q14814,hsa:4209,MEF2D; myocyte enhancer factor 2D
up:Q14814,hsa:4209,MEF2D; myocyte enhancer factor 2D
up:Q14814,hsa:4209,MEF2D; myocyte enhancer factor 2D
up:Q3LXA3,hsa:26007,TKFC; triokinase and FMN cyclase
up:Q3LXA3,hsa:26007,TKFC; triokinase and FMN cyclase
up:Q66K66,hsa:130612,TMEM198; transmembrane protein 198
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8IY92,hsa:84464,SLX4; SLX4 structure-specific endonuclease subunit
up:Q8NFV4,hsa:83451,ABHD11; abhydrolase domain containing 11
up:Q9BRJ6,hsa:84310,C7orf50; chromosome 7 open reading frame 50
up:Q9BRJ6,hsa:84310,C7orf50; chromosome 7 open reading frame 50
up:Q99592,hsa:10472,ZBTB18; zinc finger and BTB domain containing 18
up:P23760,hsa:5077,PAX3; paired box 3
up:P47211,hsa:2587,GALR1; galanin receptor 1
up:Q5HY64,hsa:442444,FAM47C; family with sequence similarity 47 member C
up:Q5HY64,hsa:442444,FAM47C; family with sequence similarity 47 member C
up:Q5UAW9,hsa:80045,GPR157; G protein-coupled receptor 157
up:Q5UAW9,hsa:80045,GPR157; G protein-coupled receptor 157
up:Q68DX3,hsa:143162,FRMPD2; FERM and PDZ domain containing 2
up:Q8IZX4,hsa:138474,TAF1L; TATA-box binding protein associated factor 1 like
up:Q8IZX4,hsa:138474,TAF1L; TATA-box binding protein associated factor 1 like
up:Q96FN5,hsa:113220,KIF12; kinesin family member 12
up:Q96FN5,hsa:113220,KIF12; kinesin family member 12
up:Q96HS1,hsa:192111,"PGAM5; PGAM family member 5, mitochondrial serine/threonine protein phosphatase"
up:O95259,hsa:3756,KCNH1; potassium voltage-gated channel subfamily H member 1
up:O14718,hsa:10692,RRH; retinal pigment epithelium-derived rhodopsin homolog
up:O14718,hsa:10692,RRH; retinal pigment epithelium-derived rhodopsin homolog
up:Q06432,hsa:786,CACNG1; calcium voltage-gated channel auxiliary subunit gamma 1
up:Q8TAA9,hsa:81839,VANGL1; VANGL planar cell polarity protein 1
up:P12259,hsa:2153,F5; coagulation factor V
up:P43490,hsa:10135,NAMPT; nicotinamide phosphoribosyltransferase
up:Q66GS9,hsa:9662,CEP135; centrosomal protein 135
up:Q8IUR5,hsa:83857,TMTC1; transmembrane O-mannosyltransferase targeting cadherins 1
up:Q8NEM0,hsa:79648,MCPH1; microcephalin 1
up:Q96L50,hsa:122769,LRR1; leucine rich repeat protein 1
up:Q96L50,hsa:122769,LRR1; leucine rich repeat protein 1
up:Q96L50,hsa:122769,LRR1; leucine rich repeat protein 1
up:Q96L50,hsa:122769,LRR1; leucine rich repeat protein 1
up:Q9H446,hsa:51389,RWDD1; RWD domain containing 1
up:Q9NYL5,hsa:51302,CYP39A1; cytochrome P450 family 39 subfamily A member 1
up:Q9NZD8,hsa:51324,"SPG21; SPG21 abhydrolase domain containing, maspardin"
up:Q9NZD8,hsa:51324,"SPG21; SPG21 abhydrolase domain containing, maspardin"
up:Q9NZD8,hsa:51324,"SPG21; SPG21 abhydrolase domain containing, maspardin"
up:Q9NZD8,hsa:51324,"SPG21; SPG21 abhydrolase domain containing, maspardin"
up:A6NLP5,hsa:143941,TTC36; tetratricopeptide repeat domain 36
up:P46734,hsa:5606,MAP2K3; mitogen-activated protein kinase kinase 3
up:Q14129,hsa:8214,DGCR6; DiGeorge syndrome critical region gene 6
up:Q63HQ2,hsa:133584,"EGFLAM; EGF like, fibronectin type III and laminin G domains"
up:Q9BXT6,hsa:54456,MOV10L1; Mov10 like RISC complex RNA helicase 1
up:Q9P2P1,hsa:57523,NYNRIN; NYN domain and retroviral integrase containing
up:Q9P2P1,hsa:57523,NYNRIN; NYN domain and retroviral integrase containing
up:Q06278,hsa:316,AOX1; aldehyde oxidase 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:O75925,hsa:8554,PIAS1; protein inhibitor of activated STAT 1
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:Q99518,hsa:2327,FMO2; flavin containing dimethylaniline monoxygenase 2
up:O00170,hsa:9049,AIP; aryl hydrocarbon receptor interacting protein
up:P35232,hsa:5245,PHB; prohibitin
up:P42768,hsa:7454,WAS; WASP actin nucleation promoting factor
up:P42768,hsa:7454,WAS; WASP actin nucleation promoting factor
up:P61218,hsa:5435,"POLR2F; RNA polymerase II, I and III subunit F"
up:Q99735,hsa:4258,MGST2; microsomal glutathione S-transferase 2
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9BUQ8,hsa:9416,DDX23; DEAD-box helicase 23
up:Q9UBK9,hsa:8409,UXT; ubiquitously expressed prefoldin like chaperone
up:Q9BRC7,hsa:84812,PLCD4; phospholipase C delta 4
up:Q9Y253,hsa:5429,POLH; DNA polymerase eta
up:Q9Y253,hsa:5429,POLH; DNA polymerase eta
up:Q14588,hsa:10780,ZNF234; zinc finger protein 234
up:P03372,hsa:2099,ESR1; estrogen receptor 1
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:O60760,hsa:27306,HPGDS; hematopoietic prostaglandin D synthase
up:P18754,hsa:1104,RCC1; regulator of chromosome condensation 1
up:Q96DC8,hsa:79746,ECHDC3; enoyl-CoA hydratase domain containing 3
up:Q96DC8,hsa:79746,ECHDC3; enoyl-CoA hydratase domain containing 3
up:Q9NX57,hsa:55647,"RAB20; RAB20, member RAS oncogene family"
up:P23141,hsa:1066,CES1; carboxylesterase 1
up:P23141,hsa:1066,CES1; carboxylesterase 1
up:P23141,hsa:1066,CES1; carboxylesterase 1
up:P63244,hsa:10399,RACK1; receptor for activated C kinase 1
up:Q01196,hsa:861,RUNX1; RUNX family transcription factor 1
up:Q01196,hsa:861,RUNX1; RUNX family transcription factor 1
up:Q10570,hsa:29894,CPSF1; cleavage and polyadenylation specific factor 1
up:Q10570,hsa:29894,CPSF1; cleavage and polyadenylation specific factor 1
up:Q8NBS9,hsa:81567,TXNDC5; thioredoxin domain containing 5
up:Q96F15,hsa:55340,"GIMAP5; GTPase, IMAP family member 5"
up:Q96F15,hsa:55340,"GIMAP5; GTPase, IMAP family member 5"
up:Q96F15,hsa:55340,"GIMAP5; GTPase, IMAP family member 5"
up:Q96F15,hsa:55340,"GIMAP5; GTPase, IMAP family member 5"
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q99946,hsa:80863,PRRT1; proline rich transmembrane protein 1
up:Q9H9Q4,hsa:79840,NHEJ1; non-homologous end joining factor 1
up:O95379,hsa:25816,TNFAIP8; TNF alpha induced protein 8
up:P24941,hsa:1017,CDK2; cyclin dependent kinase 2
up:P53634,hsa:1075,CTSC; cathepsin C
up:P53634,hsa:1075,CTSC; cathepsin C
up:P53634,hsa:1075,CTSC; cathepsin C
up:Q04828,hsa:1645,AKR1C1; aldo-keto reductase family 1 member C1
up:Q8N682,hsa:55332,DRAM1; DNA damage regulated autophagy modulator 1
up:Q96G03,hsa:55276,PGM2; phosphoglucomutase 2
up:Q96G03,hsa:55276,PGM2; phosphoglucomutase 2
up:Q96G03,hsa:55276,PGM2; phosphoglucomutase 2
up:Q96GE6,hsa:91860,CALML4; calmodulin like 4
up:Q9BYT1,hsa:63910,SLC17A9; solute carrier family 17 member 9
up:Q9BYT1,hsa:63910,SLC17A9; solute carrier family 17 member 9
up:Q9NZN8,hsa:4848,CNOT2; CCR4-NOT transcription complex subunit 2
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:Q9Y6R7,hsa:8857,FCGBP; Fc fragment of IgG binding protein
up:O95425,hsa:6840,SVIL; supervillin
up:P04899,hsa:2771,GNAI2; G protein subunit alpha i2
up:P08670,hsa:7431,VIM; vimentin
up:P08670,hsa:7431,VIM; vimentin
up:P08670,hsa:7431,VIM; vimentin
up:P08670,hsa:7431,VIM; vimentin
up:P08670,hsa:7431,VIM; vimentin
up:P50443,hsa:1836,SLC26A2; solute carrier family 26 member 2
up:P50443,hsa:1836,SLC26A2; solute carrier family 26 member 2
up:P50443,hsa:1836,SLC26A2; solute carrier family 26 member 2
up:P78314,hsa:6452,SH3BP2; SH3 domain binding protein 2
up:P78314,hsa:6452,SH3BP2; SH3 domain binding protein 2
up:P78314,hsa:6452,SH3BP2; SH3 domain binding protein 2
up:Q12802,hsa:11214,AKAP13; A-kinase anchoring protein 13
up:Q12802,hsa:11214,AKAP13; A-kinase anchoring protein 13
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q96L91,hsa:57634,EP400; E1A binding protein p400
up:Q9UGI8,hsa:26136,TES; testin LIM domain protein
up:O00206,hsa:7099,TLR4; toll like receptor 4
up:O00206,hsa:7099,TLR4; toll like receptor 4
up:O00206,hsa:7099,TLR4; toll like receptor 4
up:O00587,hsa:4242,MFNG; MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
up:O14646,hsa:1105,CHD1; chromodomain helicase DNA binding protein 1
up:O14646,hsa:1105,CHD1; chromodomain helicase DNA binding protein 1
up:O43734,hsa:10758,TRAF3IP2; TRAF3 interacting protein 2
up:O43734,hsa:10758,TRAF3IP2; TRAF3 interacting protein 2
up:O75665,hsa:8481,OFD1; OFD1 centriole and centriolar satellite protein
up:O96019,hsa:86,ACTL6A; actin like 6A
up:P09884,hsa:5422,"POLA1; DNA polymerase alpha 1, catalytic subunit"
up:P09884,hsa:5422,"POLA1; DNA polymerase alpha 1, catalytic subunit"
up:P10155,hsa:6738,"RO60; Ro60, Y RNA binding protein"
up:P10155,hsa:6738,"RO60; Ro60, Y RNA binding protein"
up:P10155,hsa:6738,"RO60; Ro60, Y RNA binding protein"
up:P10155,hsa:6738,"RO60; Ro60, Y RNA binding protein"
up:P13674,hsa:5033,P4HA1; prolyl 4-hydroxylase subunit alpha 1
up:P13674,hsa:5033,P4HA1; prolyl 4-hydroxylase subunit alpha 1
up:P17010,hsa:7543,ZFX; zinc finger protein X-linked
up:P17010,hsa:7543,ZFX; zinc finger protein X-linked
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P22897,hsa:4360,MRC1; mannose receptor C-type 1
up:P23443,hsa:6198,RPS6KB1; ribosomal protein S6 kinase B1
up:P32246,hsa:1230,CCR1; C-C motif chemokine receptor 1
up:P35610,hsa:6646,SOAT1; sterol O-acyltransferase 1
up:P35610,hsa:6646,SOAT1; sterol O-acyltransferase 1
up:P35711,hsa:6660,SOX5; SRY-box transcription factor 5
up:P50479,hsa:8572,PDLIM4; PDZ and LIM domain 4
up:Q07869,hsa:5465,PPARA; peroxisome proliferator activated receptor alpha
up:Q5VWG9,hsa:83860,TAF3; TATA-box binding protein associated factor 3
up:Q5VWG9,hsa:83860,TAF3; TATA-box binding protein associated factor 3
up:Q5VYS8,hsa:79670,TUT7; terminal uridylyl transferase 7
up:Q6IEG0,hsa:154007,SNRNP48; small nuclear ribonucleoprotein U11/U12 subunit 48
up:Q6IEG0,hsa:154007,SNRNP48; small nuclear ribonucleoprotein U11/U12 subunit 48
up:Q6P3S6,hsa:54455,FBXO42; F-box protein 42
up:Q6P3S6,hsa:54455,FBXO42; F-box protein 42
up:Q6P9H5,hsa:474344,"GIMAP6; GTPase, IMAP family member 6"
up:Q6P9H5,hsa:474344,"GIMAP6; GTPase, IMAP family member 6"
up:Q6ZWJ1,hsa:252983,STXBP4; syntaxin binding protein 4
up:Q7Z6K3,hsa:375743,PTAR1; protein prenyltransferase alpha subunit repeat containing 1
up:Q7Z7L1,hsa:91607,SLFN11; schlafen family member 11
up:Q7Z7L1,hsa:91607,SLFN11; schlafen family member 11
up:Q86VQ0,hsa:167691,LCA5; lebercilin LCA5
up:Q8IXI2,hsa:55288,RHOT1; ras homolog family member T1
up:Q8IXI2,hsa:55288,RHOT1; ras homolog family member T1
up:Q8IXQ4,hsa:55425,GPALPP1; GPALPP motifs containing 1
up:Q8IXQ4,hsa:55425,GPALPP1; GPALPP motifs containing 1
up:Q8IXQ4,hsa:55425,GPALPP1; GPALPP motifs containing 1
up:Q8IXQ4,hsa:55425,GPALPP1; GPALPP motifs containing 1
up:Q92973,hsa:3842,TNPO1; transportin 1
up:Q96BN8,hsa:90268,OTULIN; OTU deubiquitinase with linear linkage specificity
up:Q96BN8,hsa:90268,OTULIN; OTU deubiquitinase with linear linkage specificity
up:Q96BN8,hsa:90268,OTULIN; OTU deubiquitinase with linear linkage specificity
up:Q96BN8,hsa:90268,OTULIN; OTU deubiquitinase with linear linkage specificity
up:Q96C23,hsa:130589,GALM; galactose mutarotase
up:Q96C23,hsa:130589,GALM; galactose mutarotase
up:Q96C23,hsa:130589,GALM; galactose mutarotase
up:Q96KC8,hsa:64215,DNAJC1; DnaJ heat shock protein family (Hsp40) member C1
up:Q96SD1,hsa:64421,DCLRE1C; DNA cross-link repair 1C
up:Q96SD1,hsa:64421,DCLRE1C; DNA cross-link repair 1C
up:Q9BUT1,hsa:56898,BDH2; 3-hydroxybutyrate dehydrogenase 2
up:Q9BUT1,hsa:56898,BDH2; 3-hydroxybutyrate dehydrogenase 2
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9BYG0,hsa:84002,"B3GNT5; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
up:Q9C0D7,hsa:85463,ZC3H12C; zinc finger CCCH-type containing 12C
up:Q9C0D7,hsa:85463,ZC3H12C; zinc finger CCCH-type containing 12C
up:Q9C0D7,hsa:85463,ZC3H12C; zinc finger CCCH-type containing 12C
up:Q9C0D7,hsa:85463,ZC3H12C; zinc finger CCCH-type containing 12C
up:Q9H3N1,hsa:81542,TMX1; thioredoxin related transmembrane protein 1
up:Q9H967,hsa:79968,WDR76; WD repeat domain 76
up:Q9HAJ7,hsa:79685,SAP30L; SAP30 like
up:Q9NRN9,hsa:29081,"METTL5; methyltransferase 5, N6-adenosine"
up:Q9NRN9,hsa:29081,"METTL5; methyltransferase 5, N6-adenosine"
up:Q9NS56,hsa:10210,"TOPORS; TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
up:Q9NS56,hsa:10210,"TOPORS; TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
up:Q9NWM0,hsa:54498,SMOX; spermine oxidase
up:Q9NWM0,hsa:54498,SMOX; spermine oxidase
up:Q9NWM0,hsa:54498,SMOX; spermine oxidase
up:Q9NXJ5,hsa:54858,PGPEP1; pyroglutamyl-peptidase I
up:Q9NXJ5,hsa:54858,PGPEP1; pyroglutamyl-peptidase I
up:Q9NXJ5,hsa:54858,PGPEP1; pyroglutamyl-peptidase I
up:Q9NXJ5,hsa:54858,PGPEP1; pyroglutamyl-peptidase I
up:Q9UEE5,hsa:9263,STK17A; serine/threonine kinase 17a
up:Q9UEE5,hsa:9263,STK17A; serine/threonine kinase 17a
up:Q9UJP4,hsa:9903,KLHL21; kelch like family member 21
up:Q9UM01,hsa:9056,SLC7A7; solute carrier family 7 member 7
up:Q9UM01,hsa:9056,SLC7A7; solute carrier family 7 member 7
up:Q9UNS1,hsa:8914,TIMELESS; timeless circadian regulator
up:Q9UNS1,hsa:8914,TIMELESS; timeless circadian regulator
up:Q9UQE7,hsa:9126,SMC3; structural maintenance of chromosomes 3
up:Q9Y2T2,hsa:26985,AP3M1; adaptor related protein complex 3 subunit mu 1
up:Q9Y2T2,hsa:26985,AP3M1; adaptor related protein complex 3 subunit mu 1
up:Q9Y365,hsa:10809,STARD10; StAR related lipid transfer domain containing 10
up:Q9Y4B6,hsa:9730,DCAF1; DDB1 and CUL4 associated factor 1
up:Q9Y4B6,hsa:9730,DCAF1; DDB1 and CUL4 associated factor 1
up:Q9Y4B6,hsa:9730,DCAF1; DDB1 and CUL4 associated factor 1
up:Q9Y4B6,hsa:9730,DCAF1; DDB1 and CUL4 associated factor 1
up:Q9Y580,hsa:10179,RBM7; RNA binding motif protein 7
up:Q8N8K9,hsa:158405,KIAA1958
up:Q8N8K9,hsa:158405,KIAA1958
up:P29762,hsa:1381,CRABP1; cellular retinoic acid binding protein 1
up:Q9H3G5,hsa:54504,CPVL; carboxypeptidase vitellogenic like
up:Q9H3G5,hsa:54504,CPVL; carboxypeptidase vitellogenic like
up:Q9H3G5,hsa:54504,CPVL; carboxypeptidase vitellogenic like
up:Q9H3G5,hsa:54504,CPVL; carboxypeptidase vitellogenic like
